date,region,ev_sales,charging_stations,battery_cost,electricity_price,fuel_price,gdp_index,population,carbon_emission,gov_policy_index,grid_capacity,battery_degradation_index
2023-08-01,Gujarat,2539.66,255.28,117.65,7.003,86.64,122.88,10535638.0,203.34,67.13,787.19,0.02955
2023-09-01,Gujarat,2524.79,249.86,117.39,6.788,85.37,121.48,10544789.0,203.9,66.75,783.47,0.02971
2023-10-01,Gujarat,2636.76,277.0,120.52,6.952,85.77,124.33,10552371.0,199.62,66.22,800.67,0.03264
2023-11-01,Gujarat,2646.23,268.91,115.61,6.746,86.32,124.47,10558283.0,203.07,69.37,806.34,0.02916
2023-12-01,Gujarat,2654.91,268.35,110.6,7.362,91.48,125.39,10567968.0,198.91,68.98,805.63,0.03003
2024-01-01,Gujarat,2961.57,333.41,116.87,7.177,90.84,123.86,10575504.0,201.79,78.37,819.21,0.03153
2024-02-01,Gujarat,2960.25,330.31,117.45,7.565,90.08,125.0,10583597.0,198.62,78.85,820.12,0.03183
2024-03-01,Gujarat,3015.13,339.0,113.41,7.737,96.19,125.47,10591993.0,201.4,79.12,827.56,0.03032
2024-04-01,Gujarat,3081.73,348.16,111.59,7.638,96.98,126.34,10597228.0,202.1,80.24,850.03,0.02938
2024-05-01,Gujarat,3102.44,352.92,112.7,7.634,95.09,127.69,10606138.0,202.38,79.63,830.86,0.02977
2024-06-01,Gujarat,3119.94,354.63,109.47,7.316,98.06,127.44,10615811.0,196.92,78.73,827.58,0.03186
2024-07-01,Gujarat,2852.54,293.14,109.14,7.219,96.49,128.72,10625442.0,200.02,71.04,813.48,0.0311
2024-08-01,Gujarat,2931.45,304.22,108.05,6.985,94.09,126.32,10632565.0,199.39,70.71,841.47,0.03092
2024-09-01,Gujarat,2981.27,311.97,109.23,7.028,94.52,128.75,10638685.0,202.39,70.3,846.75,0.0333
2024-10-01,Gujarat,3030.84,320.77,109.55,6.85,90.41,128.27,10649620.0,200.02,74.19,844.33,0.03359
2024-11-01,Gujarat,3020.67,315.01,108.3,7.045,89.38,128.52,10658822.0,200.93,73.66,848.5,0.03143
2024-12-01,Gujarat,3079.21,324.44,106.11,7.231,88.0,129.44,10666509.0,200.03,72.45,855.53,0.03183
2025-01-01,Gujarat,3110.18,327.01,103.79,7.408,87.79,128.14,10669047.0,201.63,72.88,866.49,0.03143
2025-02-01,Gujarat,3165.19,335.17,96.17,7.686,86.98,130.15,10679500.0,200.21,73.2,876.48,0.03353
2025-03-01,Gujarat,3200.05,338.57,99.66,7.908,88.95,129.27,10689171.0,197.91,72.85,887.56,0.03291
2025-04-01,Gujarat,3238.05,344.0,102.76,7.812,90.48,130.59,10699434.0,197.51,75.41,889.42,0.03386
2025-05-01,Gujarat,3299.02,356.45,100.45,7.697,87.89,129.9,10703536.0,195.44,72.38,878.84,0.03378
2025-06-01,Gujarat,3269.92,346.9,101.29,7.509,91.19,131.22,10714216.0,198.41,76.11,878.66,0.03241
2025-07-01,Gujarat,3366.96,364.57,99.89,7.368,92.12,131.47,10719180.0,197.09,74.95,888.32,0.03425
2025-08-01,Gujarat,3389.94,365.93,98.48,7.39,91.79,130.69,10726289.0,195.4,76.26,894.24,0.03385
2025-09-01,Gujarat,3444.9,374.62,97.53,7.244,94.5,132.34,10737913.0,196.98,76.07,899.58,0.03466
2025-10-01,Gujarat,3411.62,364.79,95.04,6.918,98.14,133.04,10746027.0,194.65,77.17,894.29,0.03257
2025-11-01,Gujarat,3494.82,379.58,90.43,7.18,98.25,133.17,10748567.0,197.51,77.72,901.57,0.03284
2025-12-01,Gujarat,3480.26,373.43,85.75,7.162,95.37,134.31,10763449.0,197.19,76.07,900.02,0.03509
2018-01-01,Telangana,666.5,50.0,180.55,6.676,85.17,99.75,10001672.0,220.77,40.03,504.47,0.02173
2018-02-01,Telangana,663.41,50.0,177.88,6.766,88.7,99.47,10007311.0,220.08,42.0,510.59,0.02118
2018-03-01,Telangana,662.88,50.0,179.25,6.901,89.11,99.82,10014425.0,215.88,41.47,519.22,0.02046
2018-04-01,Telangana,661.97,50.0,178.6,7.034,89.87,100.12,10027553.0,219.65,40.6,516.25,0.02142
2018-05-01,Telangana,745.56,54.74,171.62,7.061,89.86,101.58,10031927.0,218.95,41.84,519.7,0.02204
2018-06-01,Telangana,772.82,56.31,178.4,6.751,89.45,101.69,10037839.0,220.16,40.62,531.13,0.02145
2018-07-01,Telangana,816.41,55.56,174.27,6.386,89.0,102.36,10048451.0,217.16,42.52,547.09,0.01925
2018-08-01,Telangana,726.04,51.95,170.84,6.28,88.2,102.35,10056617.0,220.51,40.94,534.13,0.02038
2018-09-01,Telangana,610.25,62.8,171.51,6.312,86.84,103.79,10063461.0,219.71,43.01,539.91,0.0211
2018-10-01,Telangana,581.84,63.17,170.8,6.024,85.68,102.63,10073400.0,218.15,43.32,537.89,0.02001
2018-11-01,Telangana,629.09,65.53,171.4,6.283,83.6,103.43,10075287.0,215.21,44.08,559.97,0.02191
2018-12-01,Telangana,779.49,66.0,170.46,6.363,84.23,103.86,10091565.0,219.51,44.16,552.93,0.02196
2019-01-01,Telangana,916.37,62.15,168.76,6.565,83.56,104.98,10096201.0,217.91,45.17,565.18,0.02122
2019-02-01,Telangana,961.12,77.62,168.4,6.743,82.88,105.33,10103024.0,216.31,45.53,567.46,0.02275
2019-03-01,Telangana,963.47,81.14,165.75,7.167,81.29,104.34,10109470.0,215.88,45.39,565.09,0.02248
2019-04-01,Telangana,955.2,75.97,163.27,7.243,81.85,105.42,10117171.0,215.47,46.6,574.95,0.02176
2019-05-01,Telangana,928.19,66.76,165.55,6.865,82.66,106.09,10131313.0,216.89,44.99,565.88,0.02279
2019-06-01,Telangana,1072.88,81.45,163.64,6.927,86.08,105.12,10134693.0,215.16,46.74,568.69,0.02452
2019-07-01,Telangana,999.75,79.95,165.82,6.561,83.67,106.2,10147032.0,216.87,47.81,575.66,0.02192
2019-08-01,Telangana,948.45,93.07,167.15,6.427,90.07,105.4,10151851.0,215.08,46.34,601.04,0.0215
2019-09-01,Telangana,952.74,100.67,160.55,6.104,88.89,107.43,10160492.0,214.77,47.48,594.84,0.02486
2019-10-01,Telangana,837.58,90.48,164.95,6.12,89.75,106.24,10169620.0,212.94,47.22,588.56,0.0231
2019-11-01,Telangana,1054.93,101.52,162.79,6.176,91.82,108.09,10176400.0,217.04,47.83,594.2,0.02264
2019-12-01,Telangana,1117.35,104.27,161.33,6.299,90.86,109.21,10183584.0,214.9,48.78,602.28,0.02262
2020-01-01,Telangana,1607.84,187.53,156.38,6.668,89.97,108.62,10194447.0,213.53,66.36,617.3,0.02454
2020-02-01,Telangana,1688.18,189.82,158.97,6.929,90.15,109.36,10203524.0,213.63,63.2,623.9,0.02321
2020-03-01,Telangana,1674.81,185.71,156.57,6.965,88.15,109.8,10208394.0,214.03,64.28,620.05,0.023
2020-04-01,Telangana,1692.06,185.93,153.92,7.24,85.68,109.39,10214778.0,211.75,64.44,634.14,0.02272
2020-05-01,Telangana,1784.51,204.81,152.65,6.874,86.87,110.21,10220213.0,211.81,65.14,637.37,0.02436
2020-06-01,Telangana,1758.44,196.25,151.39,6.981,82.23,110.44,10229866.0,213.99,66.46,643.94,0.02359
2020-07-01,Telangana,1369.5,120.22,153.4,6.651,83.17,111.37,10241482.0,212.52,51.37,627.26,0.02406
2020-08-01,Telangana,1295.24,120.36,154.4,6.513,82.7,110.45,10247889.0,212.66,52.56,626.32,0.02199
2020-09-01,Telangana,1186.5,127.48,148.24,6.438,82.42,111.73,10252425.0,209.22,52.36,644.35,0.02507
2020-10-01,Telangana,1197.51,135.3,148.49,6.384,84.82,112.11,10265666.0,212.5,52.96,637.7,0.02433
2020-11-01,Telangana,1201.07,129.36,153.51,6.652,84.37,112.2,10271288.0,209.81,53.55,636.79,0.0274
2020-12-01,Telangana,1375.17,129.77,147.26,6.644,86.23,111.87,10278067.0,209.69,53.56,658.77,0.0254
2021-01-01,Telangana,1541.24,133.3,150.49,6.812,87.13,111.33,10290085.0,209.79,54.71,653.4,0.0263
2021-02-01,Telangana,1600.74,142.97,148.18,6.843,88.26,111.9,10297636.0,209.26,52.96,667.48,0.0254
2021-03-01,Telangana,1653.42,153.98,145.75,7.108,90.24,112.84,10304547.0,209.4,56.4,665.89,0.02609
2021-04-01,Telangana,1650.74,150.86,144.72,7.426,91.13,114.36,10313704.0,210.37,56.03,666.1,0.02385
2021-05-01,Telangana,1576.71,151.0,143.08,7.305,92.33,113.56,10318902.0,210.89,56.1,665.95,0.0251
2021-06-01,Telangana,1696.39,157.61,144.12,7.144,93.07,115.27,10327791.0,207.01,54.9,665.36,0.02793
2021-07-01,Telangana,1676.31,149.8,143.07,7.164,93.33,113.32,10336119.0,209.43,56.78,674.71,0.02681
2021-08-01,Telangana,1722.95,166.53,139.75,6.779,92.32,115.7,10344874.0,209.03,56.01,692.32,0.02557
2021-09-01,Telangana,1605.11,172.64,139.61,6.825,90.65,115.68,10355793.0,209.0,57.27,693.99,0.02674
2021-10-01,Telangana,1607.85,167.0,138.78,6.463,87.5,114.29,10357541.0,208.72,59.22,685.88,0.02643
2021-11-01,Telangana,1651.19,178.82,139.72,6.972,87.29,115.86,10370895.0,207.26,59.01,689.97,0.02692
2021-12-01,Telangana,1767.51,169.62,141.99,6.679,85.93,115.76,10377246.0,206.61,59.71,709.47,0.02559
2022-01-01,Telangana,2122.57,235.18,133.91,7.022,84.96,118.09,10383994.0,207.53,69.77,704.67,0.02785
2022-02-01,Telangana,2171.21,244.13,138.0,7.43,85.45,117.46,10390282.0,210.71,69.37,705.35,0.02748
2022-03-01,Telangana,2172.46,239.14,133.19,7.248,85.1,117.67,10400721.0,208.25,70.01,727.73,0.02916
2022-04-01,Telangana,2258.03,256.08,131.25,7.256,85.08,117.15,10405826.0,207.63,71.64,730.93,0.02829
2022-05-01,Telangana,2241.83,250.2,137.18,7.459,85.03,117.03,10418380.0,205.47,71.36,731.94,0.02685
2022-06-01,Telangana,2267.6,255.47,134.49,7.109,88.07,118.91,10425420.0,205.55,72.06,721.76,0.02773
2022-07-01,Telangana,1989.68,189.13,134.53,7.135,89.65,120.32,10431799.0,205.9,61.25,729.26,0.02632
2022-08-01,Telangana,2061.07,204.98,128.63,6.629,92.13,118.55,10440448.0,205.15,63.15,717.39,0.02883
2022-09-01,Telangana,1964.51,205.75,128.74,6.746,91.84,120.18,10447445.0,206.45,62.39,737.05,0.02938
2022-10-01,Telangana,1975.67,227.4,130.21,6.424,95.19,119.6,10457744.0,208.07,62.37,737.36,0.02679
2022-11-01,Telangana,2013.81,219.32,133.3,6.621,95.79,120.79,10461847.0,205.09,62.22,746.17,0.03133
2022-12-01,Telangana,2166.03,216.4,127.32,6.933,95.68,120.17,10472102.0,206.59,63.31,743.96,0.02896
2023-01-01,Telangana,2231.3,224.63,127.25,7.239,93.75,120.32,10476381.0,202.67,63.1,774.37,0.02783
2023-02-01,Telangana,2305.41,238.94,121.3,7.465,91.38,120.82,10489071.0,201.87,63.71,776.7,0.0305
2023-03-01,Telangana,2302.64,238.07,122.94,7.416,93.02,121.52,10496418.0,202.9,65.19,763.1,0.02798
2023-04-01,Telangana,2306.8,236.68,123.02,7.593,91.95,122.4,10508418.0,204.23,66.16,763.86,0.0288
2023-05-01,Telangana,2380.13,249.14,122.32,7.323,86.58,122.64,10508572.0,202.96,65.53,777.28,0.03122
2023-06-01,Telangana,2343.27,239.64,121.78,7.35,86.82,123.85,10517953.0,202.09,65.94,769.44,0.02828
2023-07-01,Telangana,2358.46,242.93,115.65,7.131,86.88,124.28,10528065.0,204.55,67.77,754.92,0.03084
2023-08-01,Telangana,2404.11,244.59,120.35,7.001,85.0,123.89,10535030.0,203.79,65.63,799.04,0.02997
2023-09-01,Telangana,2419.65,259.45,118.73,6.716,86.56,124.3,10542674.0,202.74,69.52,799.01,0.03109
2023-10-01,Telangana,2419.57,255.74,119.6,6.577,84.65,123.71,10548473.0,201.92,67.55,796.65,0.0334
2023-11-01,Telangana,2498.48,271.53,119.46,6.697,89.12,123.89,10560431.0,203.06,69.65,803.23,0.02869
2023-12-01,Telangana,2606.15,279.35,114.35,6.758,88.81,125.66,10570219.0,201.94,69.4,811.47,0.03045
2024-01-01,Telangana,3125.85,391.28,115.4,7.067,91.49,127.17,10577071.0,197.85,87.9,837.63,0.03111
2024-02-01,Telangana,3099.75,383.16,115.71,7.446,92.77,125.56,10586170.0,202.99,88.01,836.23,0.02995
2024-03-01,Telangana,3192.64,401.1,117.03,7.662,92.27,126.16,10591137.0,199.27,88.25,841.44,0.03209
2024-04-01,Telangana,3188.63,398.02,107.81,7.819,94.43,125.65,10599727.0,202.37,89.25,839.72,0.03133
2024-05-01,Telangana,3248.16,408.09,111.22,8.054,97.84,126.02,10611228.0,200.74,89.17,846.69,0.03079
2024-06-01,Telangana,3265.38,406.24,109.17,7.696,95.26,127.04,10619575.0,202.24,90.12,869.44,0.03084
2024-07-01,Telangana,2820.57,306.82,106.07,7.332,93.57,128.27,10624467.0,201.98,71.11,840.88,0.03185
2024-08-01,Telangana,2830.32,307.75,107.98,6.869,94.99,127.84,10632997.0,198.43,71.25,832.64,0.03165
2024-09-01,Telangana,2830.43,314.34,109.88,6.762,94.49,128.57,10637168.0,199.46,73.04,842.57,0.03103
2024-10-01,Telangana,2903.42,317.09,107.92,6.693,90.79,127.66,10650047.0,198.39,72.71,848.04,0.03097
2024-11-01,Telangana,2926.75,318.22,107.41,6.839,88.33,128.25,10656544.0,198.63,72.31,859.26,0.03274
2024-12-01,Telangana,2973.4,328.63,105.03,6.967,89.75,129.63,10662672.0,199.0,72.48,843.0,0.03187
2025-01-01,Telangana,3000.04,330.29,105.73,7.31,87.72,129.18,10670676.0,197.88,72.7,855.53,0.0321
2025-02-01,Telangana,3023.94,331.34,106.61,7.49,88.39,128.69,10680258.0,197.08,74.67,867.88,0.03233
2025-03-01,Telangana,3093.56,345.19,106.3,7.761,86.27,129.88,10689287.0,199.88,74.68,863.56,0.03281
2025-04-01,Telangana,3150.06,351.66,106.78,7.902,87.73,130.63,10697115.0,198.06,76.6,889.29,0.03254
2025-05-01,Telangana,3154.3,351.53,100.84,7.66,90.07,131.91,10703704.0,197.39,74.72,878.71,0.03253
2025-06-01,Telangana,3207.66,360.39,101.64,7.603,90.99,131.48,10712673.0,198.54,75.02,882.92,0.03488
2025-07-01,Telangana,3196.51,354.06,95.43,7.344,93.81,132.01,10718656.0,197.16,77.32,890.64,0.03199
2025-08-01,Telangana,3224.25,357.26,92.57,7.041,92.74,132.26,10727676.0,197.76,75.82,893.52,0.03307
2025-09-01,Telangana,3281.68,366.27,98.34,7.164,95.24,132.76,10738136.0,196.71,76.85,902.76,0.03533
2025-10-01,Telangana,3355.19,380.08,100.59,7.084,97.24,132.81,10740717.0,196.14,77.48,904.01,0.03345
2025-11-01,Telangana,3378.98,381.4,97.24,6.859,97.26,132.54,10754027.0,195.74,78.23,913.28,0.03447
2025-12-01,Telangana,3378.39,379.26,95.38,7.461,98.98,133.12,10761984.0,194.55,78.76,908.14,0.03556
2018-01-01,Rajasthan,498.27,50.0,178.89,6.525,83.78,100.79,9997333.0,219.49,40.71,506.76,0.0213
2018-02-01,Rajasthan,440.19,50.44,186.63,6.524,85.7,100.67,10009701.0,221.32,41.14,506.49,0.0224
2018-03-01,Rajasthan,510.56,50.0,176.86,6.609,88.11,98.82,10016509.0,220.77,41.85,524.74,0.02142
2018-04-01,Rajasthan,464.42,50.0,181.33,7.095,89.68,101.29,10024352.0,220.13,40.44,518.63,0.0211
2018-05-01,Rajasthan,485.77,50.0,177.3,6.989,90.18,102.6,10034298.0,218.28,42.17,514.14,0.02108
2018-06-01,Rajasthan,583.59,50.0,176.88,7.073,90.57,100.97,10039268.0,218.02,42.01,520.51,0.02174
2018-07-01,Rajasthan,593.72,52.7,174.18,6.55,89.91,102.97,10046885.0,217.78,41.68,517.83,0.01906
2018-08-01,Rajasthan,482.18,50.0,172.51,6.422,89.02,101.09,10050955.0,219.84,43.25,538.63,0.02001
2018-09-01,Rajasthan,419.27,51.9,170.54,6.077,88.52,101.55,10064071.0,217.65,42.96,524.25,0.02102
2018-10-01,Rajasthan,360.96,58.81,170.58,5.898,87.56,104.33,10068964.0,217.35,43.71,528.81,0.02124
2018-11-01,Rajasthan,457.34,62.16,166.36,6.556,85.67,102.93,10082675.0,217.88,44.05,554.03,0.02233
2018-12-01,Rajasthan,629.08,70.65,175.16,6.475,83.41,103.85,10086921.0,219.56,43.72,560.9,0.023
2019-01-01,Rajasthan,655.85,60.17,164.95,6.475,80.65,105.58,10098535.0,221.83,46.07,555.13,0.02219
2019-02-01,Rajasthan,734.26,57.8,164.67,7.028,79.87,105.98,10104723.0,216.48,44.64,549.63,0.02164
2019-03-01,Rajasthan,741.8,64.83,165.52,6.986,81.35,105.84,10112280.0,215.62,44.6,569.32,0.02416
2019-04-01,Rajasthan,682.08,75.53,166.86,7.307,79.5,105.37,10119710.0,215.35,45.75,558.89,0.02268
2019-05-01,Rajasthan,756.36,81.14,161.8,7.063,81.2,105.01,10125179.0,216.05,45.05,576.95,0.02197
2019-06-01,Rajasthan,824.96,80.41,160.53,6.691,85.32,106.67,10134540.0,214.02,45.71,585.05,0.02193
2019-07-01,Rajasthan,863.17,88.14,163.86,6.582,85.91,106.6,10145976.0,216.42,46.66,579.19,0.02226
2019-08-01,Rajasthan,731.71,81.24,163.38,6.767,88.72,106.69,10152218.0,214.62,48.55,583.72,0.02467
2019-09-01,Rajasthan,679.98,83.08,158.93,6.415,91.79,106.52,10158465.0,212.07,49.1,600.06,0.02356
2019-10-01,Rajasthan,652.59,86.46,159.24,6.36,89.5,108.3,10165319.0,215.09,47.85,576.64,0.02137
2019-11-01,Rajasthan,766.44,89.89,161.54,6.204,93.21,107.82,10177352.0,216.23,50.55,591.95,0.022
2019-12-01,Rajasthan,816.57,99.47,159.05,6.485,89.77,107.81,10183922.0,215.62,46.85,588.96,0.02368
2020-01-01,Rajasthan,1206.73,151.33,154.29,6.904,90.87,107.65,10193849.0,213.91,57.45,619.83,0.02438
2020-02-01,Rajasthan,1302.54,165.27,160.08,6.88,91.54,108.99,10202475.0,213.0,58.94,623.3,0.02305
2020-03-01,Rajasthan,1307.12,166.73,155.56,7.072,89.21,108.22,10208560.0,215.03,60.19,616.34,0.02529
2020-04-01,Rajasthan,1257.43,166.11,159.56,6.886,85.72,109.18,10216066.0,212.77,60.97,614.34,0.02498
2020-05-01,Rajasthan,1412.68,166.06,155.15,7.244,85.48,109.07,10224501.0,213.93,60.46,629.93,0.02387
2020-06-01,Rajasthan,1416.08,175.63,156.65,7.119,84.75,109.71,10234150.0,213.53,61.34,638.3,0.02385
2020-07-01,Rajasthan,1045.85,111.09,154.86,6.916,83.44,111.69,10238384.0,214.63,51.7,622.15,0.02494
2020-08-01,Rajasthan,1064.59,127.01,153.24,6.443,84.34,111.68,10248057.0,214.1,52.39,634.29,0.02409
2020-09-01,Rajasthan,1050.29,127.43,150.41,6.294,83.67,109.95,10257082.0,212.48,54.65,629.51,0.02508
2020-10-01,Rajasthan,911.19,132.5,143.98,6.169,83.42,112.34,10263985.0,212.16,52.91,630.65,0.02562
2020-11-01,Rajasthan,1001.75,139.85,147.52,6.517,82.84,111.96,10270179.0,210.97,52.93,641.12,0.02628
2020-12-01,Rajasthan,1121.83,135.86,150.32,6.595,86.09,112.16,10279156.0,210.35,54.24,644.64,0.02657
2021-01-01,Rajasthan,1311.24,129.29,145.91,7.009,87.89,112.66,10283014.0,212.08,54.92,651.59,0.02484
2021-02-01,Rajasthan,1301.17,145.9,143.24,7.084,91.53,113.65,10293421.0,207.15,54.13,654.73,0.026
2021-03-01,Rajasthan,1345.0,139.55,151.15,7.167,90.59,112.56,10304080.0,208.3,54.97,663.94,0.02472
2021-04-01,Rajasthan,1296.99,140.77,145.36,7.408,91.9,114.49,10311043.0,210.23,56.2,656.63,0.0261
2021-05-01,Rajasthan,1347.09,144.83,145.0,7.153,94.09,115.11,10320177.0,212.63,56.23,656.52,0.0268
2021-06-01,Rajasthan,1403.6,162.09,140.55,6.86,92.04,113.01,10330600.0,208.36,56.38,670.07,0.02711
2021-07-01,Rajasthan,1407.21,160.88,144.4,6.906,94.22,115.33,10335751.0,209.37,56.38,672.32,0.02627
2021-08-01,Rajasthan,1352.9,163.54,143.82,6.854,91.35,114.71,10339485.0,207.57,56.36,678.15,0.02665
2021-09-01,Rajasthan,1306.19,166.44,136.99,6.575,89.19,115.63,10351693.0,211.31,57.73,692.9,0.02514
2021-10-01,Rajasthan,1254.68,166.54,137.33,6.307,90.32,114.14,10358086.0,207.65,58.54,698.85,0.02934
2021-11-01,Rajasthan,1362.33,175.65,138.83,6.928,88.79,116.13,10366514.0,207.95,60.18,688.13,0.02696
2021-12-01,Rajasthan,1446.8,178.59,142.1,6.851,85.03,115.17,10375070.0,209.49,58.63,700.6,0.02648
2022-01-01,Rajasthan,2262.98,295.79,138.82,6.944,84.5,116.56,10387196.0,207.88,78.21,720.14,0.0275
2022-02-01,Rajasthan,2217.53,309.25,133.96,7.268,82.99,116.88,10390483.0,207.39,78.87,741.28,0.02811
2022-03-01,Rajasthan,2182.88,297.02,132.69,7.479,83.55,117.43,10400767.0,207.87,79.77,720.46,0.02794
2022-04-01,Rajasthan,2289.6,309.99,135.25,7.305,85.5,117.94,10409930.0,208.34,80.16,731.32,0.02777
2022-05-01,Rajasthan,2386.63,313.01,132.52,7.167,85.38,117.56,10416992.0,206.16,82.02,731.51,0.02635
2022-06-01,Rajasthan,2342.7,317.9,130.53,7.504,86.8,118.95,10424039.0,206.86,79.91,756.29,0.02706
2022-07-01,Rajasthan,1715.33,189.95,135.03,7.131,90.1,118.02,10433226.0,204.9,61.58,726.91,0.02689
2022-08-01,Rajasthan,1725.26,206.15,130.68,6.711,91.88,117.63,10436896.0,206.23,63.6,738.51,0.02756
2022-09-01,Rajasthan,1603.49,197.93,129.03,6.51,96.05,118.71,10450467.0,203.43,64.99,737.78,0.02738
2022-10-01,Rajasthan,1551.87,205.72,130.98,6.822,94.74,121.13,10452575.0,209.09,62.31,752.11,0.02911
2022-11-01,Rajasthan,1711.2,223.91,128.41,6.682,91.51,120.53,10463497.0,206.05,63.64,746.35,0.03031
2022-12-01,Rajasthan,1795.56,223.74,127.39,6.876,95.09,121.61,10473569.0,206.19,62.39,746.15,0.02998
2023-01-01,Rajasthan,1940.89,224.17,122.94,7.248,95.99,120.36,10482663.0,204.64,62.82,749.65,0.0291
2023-02-01,Rajasthan,2053.74,227.49,127.3,7.475,92.57,120.14,10487584.0,205.54,62.72,761.96,0.02716
2023-03-01,Rajasthan,2051.74,233.82,122.95,7.421,87.68,122.41,10496127.0,207.06,65.62,761.13,0.03
2023-04-01,Rajasthan,1994.41,228.83,125.29,7.592,90.44,122.58,10506121.0,203.05,64.09,769.35,0.02886
2023-05-01,Rajasthan,2068.08,237.75,121.82,7.604,89.41,122.92,10511798.0,206.16,65.6,780.78,0.03019
2023-06-01,Rajasthan,2112.15,249.84,125.19,7.198,87.59,121.72,10524363.0,203.95,65.37,778.92,0.03
2023-07-01,Rajasthan,2143.79,253.22,122.27,7.032,83.91,121.81,10528205.0,202.46,66.69,787.36,0.03058
2023-08-01,Rajasthan,2155.81,249.33,118.49,7.14,85.21,123.59,10535525.0,203.52,64.95,783.89,0.03027
2023-09-01,Rajasthan,2018.6,262.15,119.69,6.71,86.64,122.75,10542374.0,202.61,66.06,805.54,0.03071
2023-10-01,Rajasthan,1976.75,263.32,118.71,6.669,84.39,124.24,10549463.0,201.36,69.9,787.73,0.02932
2023-11-01,Rajasthan,2128.49,265.49,116.69,6.779,85.24,124.25,10560945.0,201.84,68.32,801.38,0.03099
2023-12-01,Rajasthan,2237.17,276.95,113.79,7.055,88.17,123.35,10570120.0,203.23,68.48,786.25,0.03157
2024-01-01,Rajasthan,2704.5,344.34,115.58,7.255,89.03,124.62,10576385.0,203.49,80.49,825.35,0.03063
2024-02-01,Rajasthan,2804.59,355.07,113.86,7.494,90.68,124.97,10587954.0,199.86,80.3,810.45,0.02997
2024-03-01,Rajasthan,2850.9,358.11,112.6,7.769,95.07,125.78,10591137.0,203.09,79.53,852.06,0.02943
2024-04-01,Rajasthan,2809.69,361.27,112.41,7.488,93.96,126.06,10599529.0,202.73,82.28,839.24,0.03378
2024-05-01,Rajasthan,2821.56,359.64,115.37,7.423,96.04,126.06,10608871.0,201.64,80.93,834.42,0.03114
2024-06-01,Rajasthan,2888.96,362.23,109.96,7.347,95.94,126.94,10615734.0,198.32,81.51,837.95,0.03336
2024-07-01,Rajasthan,2549.52,297.43,111.02,7.479,95.27,126.39,10620785.0,200.35,69.52,826.06,0.03223
2024-08-01,Rajasthan,2447.57,301.99,106.74,7.195,95.67,127.88,10632561.0,201.39,71.39,841.17,0.0313
2024-09-01,Rajasthan,2407.57,304.7,107.64,6.742,94.26,128.06,10642582.0,201.75,71.36,852.36,0.03228
2024-10-01,Rajasthan,2485.13,314.64,106.01,6.789,91.83,128.2,10648396.0,200.95,73.53,848.56,0.03257
2024-11-01,Rajasthan,2460.3,312.55,103.86,7.088,88.64,129.7,10655561.0,199.21,73.76,845.93,0.03173
2024-12-01,Rajasthan,2652.63,330.81,106.27,6.951,87.86,128.37,10662260.0,200.46,74.43,865.67,0.03037
2025-01-01,Rajasthan,2768.51,330.98,106.44,7.505,86.15,129.06,10670978.0,195.5,73.72,856.2,0.03182
2025-02-01,Rajasthan,2787.46,332.59,103.25,7.876,85.37,128.78,10679127.0,200.0,74.85,868.64,0.03312
2025-03-01,Rajasthan,2832.46,341.87,100.2,7.832,87.82,131.07,10688940.0,199.39,74.34,881.33,0.03377
2025-04-01,Rajasthan,2914.68,345.73,101.2,7.777,85.95,128.93,10698368.0,196.63,76.14,886.99,0.03299
2025-05-01,Rajasthan,2928.52,348.08,98.63,7.853,88.75,131.19,10703272.0,197.63,76.09,881.21,0.03217
2025-06-01,Rajasthan,2984.95,356.66,99.27,7.873,89.75,132.28,10712274.0,195.73,76.71,879.25,0.03397
2025-07-01,Rajasthan,2903.25,344.79,99.12,7.303,91.52,130.73,10714600.0,198.75,75.31,878.52,0.03394
2025-08-01,Rajasthan,2999.39,364.2,95.53,7.27,92.61,132.1,10728233.0,198.55,75.84,896.73,0.03256
2025-09-01,Rajasthan,2892.48,366.73,95.9,7.223,95.53,132.14,10733950.0,197.91,76.9,885.22,0.0335
2025-10-01,Rajasthan,2829.31,369.88,91.69,6.881,95.17,132.74,10749062.0,194.88,78.12,897.92,0.03374
2025-11-01,Rajasthan,3000.97,385.76,97.07,7.152,98.55,132.77,10752105.0,199.53,77.97,905.68,0.03446
2025-12-01,Rajasthan,3027.27,385.26,95.24,7.226,97.85,132.53,10758937.0,194.39,80.09,897.31,0.03429
2018-01-01,Uttar Pradesh,962.47,50.0,181.31,6.517,86.01,99.71,9999010.0,219.67,39.45,503.86,0.02073
2018-02-01,Uttar Pradesh,971.94,50.0,178.08,6.419,87.52,100.44,10008327.0,218.69,37.49,506.77,0.01983
2018-03-01,Uttar Pradesh,993.08,50.0,180.98,6.854,86.57,100.76,10015398.0,218.87,41.72,527.75,0.02212
2018-04-01,Uttar Pradesh,1002.18,52.7,179.39,6.95,89.52,101.3,10021965.0,218.71,41.22,518.78,0.02275
2018-05-01,Uttar Pradesh,1000.44,50.0,176.91,6.557,86.65,101.1,10035493.0,217.54,40.72,514.68,0.01953
2018-06-01,Uttar Pradesh,1048.75,56.82,175.58,6.662,90.3,103.07,10039487.0,219.3,41.82,530.75,0.02198
2018-07-01,Uttar Pradesh,1054.73,56.46,173.49,6.458,92.31,102.41,10048021.0,216.31,42.02,529.88,0.02229
